farmer_land_name,fieldID,Dates,NDVI
Aleksandr,43,2019_01_01,-0.0172
Aleksandr,44,2019_01_01,-0.0048
Aleksandr,45,2019_01_01,-0.0056
Aleksandr,46,2019_01_01,-0.009000000000000001
Aleksandr,47,2019_01_01,-0.0117
Aleksandr,48,2019_01_01,-0.0058000000000000005
Aleksandr,49,2019_01_01,-0.0047
Aleksandr,50,2019_01_01,-0.0008
Aleksandr,51,2019_01_01,-0.002
Aleksandr,52,2019_01_01,0.0017
Aleksandr,53,2019_01_01,-0.006500000000000001
Aleksandr,54,2019_01_01,-0.0038
Aleksandr,0,2019_01_17,-0.0005
Aleksandr,1,2019_01_17,0.06380000000000001
Aleksandr,2,2019_01_17,0.1491
Aleksandr,3,2019_01_17,0.0115
Aleksandr,4,2019_01_17,0.0041
Aleksandr,5,2019_01_17,0.0089
Aleksandr,6,2019_01_17,-0.0086
Aleksandr,7,2019_01_17,0.0189
Aleksandr,8,2019_01_17,0.0231
Aleksandr,9,2019_01_17,0.005
Aleksandr,10,2019_01_17,-0.0046
Aleksandr,11,2019_01_17,0.0066
Aleksandr,12,2019_01_17,-0.0051
Aleksandr,13,2019_01_17,0.0118
Aleksandr,14,2019_01_17,0.0135
Aleksandr,15,2019_01_17,0.015700000000000002
Aleksandr,16,2019_01_17,0.0368
Aleksandr,17,2019_01_17,0.0188
Aleksandr,18,2019_01_17,-0.0001
Aleksandr,19,2019_01_17,-0.013099999999999995
Aleksandr,20,2019_01_17,0.0063
Aleksandr,21,2019_01_17,-0.0136
Aleksandr,22,2019_01_17,-0.0126
Aleksandr,23,2019_01_17,0.006900000000000001
Aleksandr,24,2019_01_17,-0.0012
Aleksandr,25,2019_01_17,-0.0008
Aleksandr,26,2019_01_17,0.03650408163265306
Aleksandr,27,2019_01_17,0.0177
Aleksandr,28,2019_01_17,0.0165
Aleksandr,29,2019_01_17,0.0015
Aleksandr,30,2019_01_17,0.0247
Aleksandr,31,2019_01_17,0.030500000000000006
Aleksandr,32,2019_01_17,0.066
Aleksandr,33,2019_01_17,0.15080000000000002
Aleksandr,34,2019_01_17,0.1645
Aleksandr,35,2019_01_17,0.14170000000000002
Aleksandr,36,2019_01_17,0.2147
Aleksandr,37,2019_01_17,0.013
Aleksandr,38,2019_01_17,0.1426
Aleksandr,39,2019_01_17,0.1966
Aleksandr,40,2019_01_17,0.1966
Aleksandr,41,2019_01_17,0.25420000000000004
Aleksandr,42,2019_01_17,0.1787
Aleksandr,43,2019_01_17,0.0178
Aleksandr,44,2019_01_17,0.016900000000000002
Aleksandr,45,2019_01_17,0.0538
Aleksandr,46,2019_01_17,0.07390000000000001
Aleksandr,47,2019_01_17,0.039900000000000005
Aleksandr,48,2019_01_17,0.0452
Aleksandr,49,2019_01_17,0.05880000000000001
Aleksandr,50,2019_01_17,0.2037
Aleksandr,51,2019_01_17,0.2069
Aleksandr,52,2019_01_17,0.2276
Aleksandr,53,2019_01_17,0.0881
Aleksandr,54,2019_01_17,0.0181
Aleksandr,0,2019_02_02,0.2449
Aleksandr,1,2019_02_02,0.0954
Aleksandr,2,2019_02_02,0.0834
Aleksandr,3,2019_02_02,0.0969
Aleksandr,4,2019_02_02,0.0992
Aleksandr,5,2019_02_02,0.0929
Aleksandr,6,2019_02_02,0.1043
Aleksandr,7,2019_02_02,0.1193
Aleksandr,8,2019_02_02,0.0975
Aleksandr,9,2019_02_02,0.0884
Aleksandr,10,2019_02_02,0.0863
Aleksandr,11,2019_02_02,0.06960000000000001
Aleksandr,12,2019_02_02,0.06860000000000001
Aleksandr,13,2019_02_02,0.0772
Aleksandr,14,2019_02_02,0.0781
Aleksandr,15,2019_02_02,0.085
Aleksandr,16,2019_02_02,0.06420000000000001
Aleksandr,17,2019_02_02,0.0954
Aleksandr,18,2019_02_02,0.1242
Aleksandr,19,2019_02_02,0.11018381443298968
Aleksandr,20,2019_02_02,0.1102
Aleksandr,21,2019_02_02,0.11704601593625495
Aleksandr,22,2019_02_02,0.133
Aleksandr,23,2019_02_02,0.08950000000000001
Aleksandr,24,2019_02_02,0.05690000000000001
Aleksandr,25,2019_02_02,0.063
Aleksandr,26,2019_02_02,0.052299999999999985
Aleksandr,27,2019_02_02,0.0781
Aleksandr,28,2019_02_02,0.06570000000000001
Aleksandr,29,2019_02_02,0.05760000000000001
Aleksandr,30,2019_02_02,0.049
Aleksandr,31,2019_02_02,0.0389
Aleksandr,32,2019_02_02,0.0494
Aleksandr,33,2019_02_02,0.0407
Aleksandr,34,2019_02_02,0.0521
Aleksandr,35,2019_02_02,0.0466
Aleksandr,36,2019_02_02,0.0694
Aleksandr,37,2019_02_02,0.0857
Aleksandr,38,2019_02_02,0.0475
Aleksandr,39,2019_02_02,0.0884
Aleksandr,40,2019_02_02,0.0944
Aleksandr,41,2019_02_02,0.1089
Aleksandr,42,2019_02_02,0.07780000000000001
Aleksandr,43,2019_02_02,0.0811
Aleksandr,44,2019_02_02,0.0753
Aleksandr,45,2019_02_02,0.0694
Aleksandr,46,2019_02_02,0.0779
Aleksandr,47,2019_02_02,0.1003
Aleksandr,48,2019_02_02,0.0969
Aleksandr,49,2019_02_02,0.1079
Aleksandr,50,2019_02_02,0.0954
Aleksandr,51,2019_02_02,0.08070000000000001
Aleksandr,52,2019_02_02,0.08310000000000001
Aleksandr,53,2019_02_02,0.0909
Aleksandr,54,2019_02_02,0.0941
Aleksandr,0,2019_02_18,0.238
Aleksandr,1,2019_02_18,0.2341
Aleksandr,2,2019_02_18,0.226
Aleksandr,3,2019_02_18,0.2351
Aleksandr,4,2019_02_18,0.2452
Aleksandr,5,2019_02_18,0.235
Aleksandr,6,2019_02_18,0.2323606941838649
Aleksandr,7,2019_02_18,0.2066
Aleksandr,8,2019_02_18,0.2213
Aleksandr,9,2019_02_18,0.2198
Aleksandr,10,2019_02_18,0.2314
Aleksandr,11,2019_02_18,0.2105
Aleksandr,12,2019_02_18,0.2219
Aleksandr,13,2019_02_18,0.2167
Aleksandr,14,2019_02_18,0.2104
Aleksandr,15,2019_02_18,0.1993
Aleksandr,16,2019_02_18,0.1938
Aleksandr,17,2019_02_18,0.207
Aleksandr,18,2019_02_18,0.2022
Aleksandr,19,2019_02_18,0.2130488843813388
Aleksandr,20,2019_02_18,0.2055
Aleksandr,21,2019_02_18,0.21896764314247671
Aleksandr,22,2019_02_18,0.2193
Aleksandr,23,2019_02_18,0.235
Aleksandr,24,2019_02_18,0.2372
Aleksandr,25,2019_02_18,0.23732455384615386
Aleksandr,26,2019_02_18,0.2062
Aleksandr,27,2019_02_18,0.2085
Aleksandr,28,2019_02_18,0.2093
Aleksandr,29,2019_02_18,0.2241
Aleksandr,30,2019_02_18,0.2321
Aleksandr,31,2019_02_18,0.2419
Aleksandr,32,2019_02_18,0.2042
Aleksandr,33,2019_02_18,0.22899999999999998
Aleksandr,34,2019_02_18,0.2072
Aleksandr,35,2019_02_18,0.225
Aleksandr,36,2019_02_18,0.2081
Aleksandr,37,2019_02_18,0.2052
Aleksandr,38,2019_02_18,0.2283
Aleksandr,39,2019_02_18,0.2054
Aleksandr,40,2019_02_18,0.2332
Aleksandr,41,2019_02_18,0.23399999999999999
Aleksandr,42,2019_02_18,0.2162
Aleksandr,43,2019_02_18,0.2471
Aleksandr,44,2019_02_18,0.25220000000000004
Aleksandr,45,2019_02_18,0.214
Aleksandr,46,2019_02_18,0.2106
Aleksandr,47,2019_02_18,0.2254
Aleksandr,48,2019_02_18,0.2145
Aleksandr,49,2019_02_18,0.1969
Aleksandr,50,2019_02_18,0.2013
Aleksandr,51,2019_02_18,0.1971
Aleksandr,52,2019_02_18,0.1995
Aleksandr,53,2019_02_18,0.2143
Aleksandr,54,2019_02_18,0.221
Aleksandr,0,2019_03_06,0.2701
Aleksandr,1,2019_03_06,0.25930000000000003
Aleksandr,2,2019_03_06,0.27940000000000004
Aleksandr,3,2019_03_06,0.2833
Aleksandr,4,2019_03_06,0.29760000000000003
Aleksandr,5,2019_03_06,0.2933
Aleksandr,6,2019_03_06,0.2619
Aleksandr,7,2019_03_06,0.2297
Aleksandr,8,2019_03_06,0.2289
Aleksandr,9,2019_03_06,0.2301
Aleksandr,10,2019_03_06,0.2767
Aleksandr,11,2019_03_06,0.2253
Aleksandr,12,2019_03_06,0.2464
Aleksandr,13,2019_03_06,0.2291
Aleksandr,14,2019_03_06,0.2196
Aleksandr,15,2019_03_06,0.2116
Aleksandr,16,2019_03_06,0.2043
Aleksandr,17,2019_03_06,0.2193
Aleksandr,18,2019_03_06,0.2212
Aleksandr,19,2019_03_06,0.2314640148698885
Aleksandr,20,2019_03_06,0.2193
Aleksandr,21,2019_03_06,0.2549
Aleksandr,22,2019_03_06,0.26730000000000004
Aleksandr,23,2019_03_06,0.2837
Aleksandr,24,2019_03_06,0.2817
Aleksandr,25,2019_03_06,0.280875
Aleksandr,26,2019_03_06,0.2213986083499006
Aleksandr,27,2019_03_06,0.2277
Aleksandr,28,2019_03_06,0.24
Aleksandr,29,2019_03_06,0.2676
Aleksandr,30,2019_03_06,0.2717
Aleksandr,31,2019_03_06,0.2883
Aleksandr,32,2019_03_06,0.2198
Aleksandr,33,2019_03_06,0.2696
Aleksandr,34,2019_03_06,0.2241
Aleksandr,35,2019_03_06,0.2606
Aleksandr,36,2019_03_06,0.2256
Aleksandr,37,2019_03_06,0.21899999999999997
Aleksandr,38,2019_03_06,0.2621
Aleksandr,39,2019_03_06,0.2198
Aleksandr,40,2019_03_06,0.26830000000000004
Aleksandr,41,2019_03_06,0.2822
Aleksandr,42,2019_03_06,0.2301
Aleksandr,43,2019_03_06,0.3037
Aleksandr,44,2019_03_06,0.318
Aleksandr,45,2019_03_06,0.2299
Aleksandr,46,2019_03_06,0.231
Aleksandr,47,2019_03_06,0.263
Aleksandr,48,2019_03_06,0.2256
Aleksandr,49,2019_03_06,0.2242
Aleksandr,50,2019_03_06,0.2273
Aleksandr,51,2019_03_06,0.2147
Aleksandr,52,2019_03_06,0.2323
Aleksandr,53,2019_03_06,0.2326
Aleksandr,54,2019_03_06,0.2376
Aleksandr,0,2019_03_22,0.33180000000000004
Aleksandr,1,2019_03_22,0.3018
Aleksandr,2,2019_03_22,0.30710000000000004
Aleksandr,3,2019_03_22,0.3875
Aleksandr,4,2019_03_22,0.4057
Aleksandr,5,2019_03_22,0.3953
Aleksandr,6,2019_03_22,0.33890000000000003
Aleksandr,7,2019_03_22,0.2302
Aleksandr,8,2019_03_22,0.2425
Aleksandr,9,2019_03_22,0.2615
Aleksandr,10,2019_03_22,0.35700000000000004
Aleksandr,11,2019_03_22,0.2605
Aleksandr,12,2019_03_22,0.2916
Aleksandr,13,2019_03_22,0.2661
Aleksandr,14,2019_03_22,0.2287
Aleksandr,15,2019_03_22,0.2226
Aleksandr,16,2019_03_22,0.2093
Aleksandr,17,2019_03_22,0.2224
Aleksandr,18,2019_03_22,0.2495
Aleksandr,19,2019_03_22,0.3083
Aleksandr,20,2019_03_22,0.2548
Aleksandr,21,2019_03_22,0.32120000000000004
Aleksandr,22,2019_03_22,0.3483
Aleksandr,23,2019_03_22,0.3656
Aleksandr,24,2019_03_22,0.3608
Aleksandr,25,2019_03_22,0.34790000000000004
Aleksandr,26,2019_03_22,0.221351
Aleksandr,27,2019_03_22,0.2224
Aleksandr,28,2019_03_22,0.2619
Aleksandr,29,2019_03_22,0.34940000000000004
Aleksandr,30,2019_03_22,0.3326
Aleksandr,31,2019_03_22,0.35600000000000004
Aleksandr,32,2019_03_22,0.2237
Aleksandr,33,2019_03_22,0.3286
Aleksandr,34,2019_03_22,0.217
Aleksandr,35,2019_03_22,0.314
Aleksandr,36,2019_03_22,0.2242
Aleksandr,37,2019_03_22,0.2237
Aleksandr,38,2019_03_22,0.3205
Aleksandr,39,2019_03_22,0.2406
Aleksandr,40,2019_03_22,0.32780000000000004
Aleksandr,41,2019_03_22,0.3541
Aleksandr,42,2019_03_22,0.2314
Aleksandr,43,2019_03_22,0.3749
Aleksandr,44,2019_03_22,0.4141
Aleksandr,45,2019_03_22,0.2334
Aleksandr,46,2019_03_22,0.2293
Aleksandr,47,2019_03_22,0.3342
Aleksandr,48,2019_03_22,0.2256
Aleksandr,49,2019_03_22,0.2295
Aleksandr,50,2019_03_22,0.2333
Aleksandr,51,2019_03_22,0.2296
Aleksandr,52,2019_03_22,0.2259
Aleksandr,53,2019_03_22,0.2366
Aleksandr,54,2019_03_22,0.2594
Aleksandr,0,2019_04_07,0.3829
Aleksandr,1,2019_04_07,0.32899999999999996
Aleksandr,2,2019_04_07,0.33290000000000003
Aleksandr,3,2019_04_07,0.4448
Aleksandr,4,2019_04_07,0.4814000000000001
Aleksandr,5,2019_04_07,0.46399999999999997
Aleksandr,6,2019_04_07,0.3674
Aleksandr,7,2019_04_07,0.2411
Aleksandr,8,2019_04_07,0.2493
Aleksandr,9,2019_04_07,0.2519
Aleksandr,10,2019_04_07,0.4143
Aleksandr,11,2019_04_07,0.2669
Aleksandr,12,2019_04_07,0.332
Aleksandr,13,2019_04_07,0.27490000000000003
Aleksandr,14,2019_04_07,0.2417
Aleksandr,15,2019_04_07,0.2314
Aleksandr,16,2019_04_07,0.2214
Aleksandr,17,2019_04_07,0.2274
Aleksandr,18,2019_04_07,0.2435
Aleksandr,19,2019_04_07,0.3327
Aleksandr,20,2019_04_07,0.2592
Aleksandr,21,2019_04_07,0.3428
Aleksandr,22,2019_04_07,0.3833
Aleksandr,23,2019_04_07,0.3971
Aleksandr,24,2019_04_07,0.4298
Aleksandr,25,2019_04_07,0.411
Aleksandr,26,2019_04_07,0.2279
Aleksandr,27,2019_04_07,0.2361
Aleksandr,28,2019_04_07,0.2844
Aleksandr,29,2019_04_07,0.3705
Aleksandr,30,2019_04_07,0.4303
Aleksandr,31,2019_04_07,0.5008
Aleksandr,32,2019_04_07,0.2622
Aleksandr,33,2019_04_07,0.4294
Aleksandr,34,2019_04_07,0.2788
Aleksandr,35,2019_04_07,0.4451
Aleksandr,36,2019_04_07,0.28800000000000003
Aleksandr,37,2019_04_07,0.2245
Aleksandr,38,2019_04_07,0.4675
