2021-07-18,2021-08-02,2021-08-07,2021-08-17,2021-08-22,2021-08-27,2021-09-21,system:index,farmer_land_name,fieldID
0.0336888206952964,0.07711957402008578,0.04567797055815236,0.04810556197694957,0.0962111697983159,0.04808120449214335,0.092281490907516,23,praskoveya,289
0.19575557939717977,0.19036046150520752,0.1869651274228632,0.1977456353379363,0.13374341196007533,0.20262983377449226,0.20847197953828014,24,praskoveya,290
0.1508431751904862,0.16893440398917542,0.15479874885890021,0.1685269618858533,0.12394833462944747,0.1762975910046122,0.20458274423746683,25,praskoveya,291
0.1447848733097335,0.12208833577872706,0.11108397335696865,0.1086869747671294,0.12940924611759858,0.1157171347734363,0.11474731237811531,26,praskoveya,292
0.14770094260369623,0.11964993756271546,0.10766621753364186,0.10913952090623998,0.12963597382581918,0.1145031079702106,0.10035380057815776,27,praskoveya,293
0.10912095306641491,0.10839265220108268,0.10035009131566736,0.10204848696842934,0.1147199075856951,0.09740676233381568,0.07200894228062715,28,praskoveya,294
0.10693013907912469,0.05617072934446954,0.02789166781788937,0.030786360922650274,0.06106221479424355,0.02493207582200949,0.038338198972489294,29,praskoveya,295
-0.007324227066927178,0.025216216820558558,-0.004432599887635575,0.004412099419904378,0.013190200559469959,-0.006356557448731458,0.03662920981692564,30,praskoveya,296
-0.001468753598125983,0.03799488402525548,-0.0015021533214721742,0.007341268565746443,0.016352893895092827,-0.002453901550648554,0.04931868560866509,31,praskoveya,297
-5.715377549131399E-4,0.010174181158709448,-0.0012419821754282633,0.0036452591640565527,0.01616074253694754,-5.528741119640507E-4,0.023203447347330736,32,praskoveya,298
-0.008301047741726136,0.02492518612815475,0.005573942615575798,0.005342448855116311,0.015138635082960913,-0.004411092573029654,0.020738546635621014,33,praskoveya,299
-0.00539296340667335,0.059622248379374125,0.005362837303569969,-0.007566985551967083,0.05906841184154076,-0.0014496099244896844,0.07082277224324457,34,praskoveya,300
0.08961696797819431,0.11042689697028157,0.08544501628353918,0.09034179007677408,0.11182753425706984,0.0935129240275017,0.12060964633796181,35,praskoveya,301
-0.0063547948285353996,0.04000836806797612,0.004385995321307918,-0.008298948541041365,0.04243893780388322,-0.00242821405394177,0.06981432358474296,36,praskoveya,302
-0.00536823930881898,0.05761375678544149,0.005351983278697161,-0.008294537027722796,0.024897170915817734,-0.0024504420360898014,0.07177353659708692,37,praskoveya,303
0.020968060018010968,0.03982383071945406,0.021222903279145118,0.02270653981972357,0.03948818637456623,0.021737793745308213,0.07106927838315764,38,praskoveya,304
0.017076966864042083,0.041747229679844726,0.025135196497781797,0.020032039256756284,0.0402650104572252,0.020976941162127352,0.04172418815606921,39,praskoveya,305
0.07933080716518172,0.10135616003510785,0.0803061789221152,0.08373435783923834,0.10398416482890169,0.08640981732355912,0.11380161844450247,40,praskoveya,306
-0.004419925902676334,0.04736635984491994,0.006319522477493867,-0.004409556873225915,0.05905728793857275,3.8685932450345013E-4,0.0727619596320807,41,praskoveya,307
0.022923536911893614,0.08296660247358131,0.03171736366189496,0.01708807192459228,0.06788950881933305,0.016478852397925528,0.08294716884926888,42,praskoveya,308
0.026839246593009045,0.06337647270610765,0.03661177670701214,0.0353978733541393,0.07565895292314327,0.03369968503601877,0.08154371061741719,43,praskoveya,309
-0.007333385212038704,0.022934337991703274,0.004417984384771068,0.0034124254212011254,0.015137363416750796,-0.0033920844808287276,0.022934821399981698,44,praskoveya,310
-0.007557814568542841,0.023684865250214758,0.004167265897360166,0.002706587342268722,0.017338041173924356,-0.003188542689158428,0.04953703248943936,45,praskoveya,311
0.006328360714406694,0.032754596145263826,0.009266512719744597,0.0073406962713237255,0.016094889831164336,-4.932893243513896E-4,0.027844149533502678,46,praskoveya,312
0.007299539495288284,0.04974300582213461,0.009250229977177584,0.006322236876914271,0.045420552822295575,-5.053311915679934E-4,0.02489425852745453,47,praskoveya,313
0.02197853312273754,0.059601974289521666,0.039542255371371945,0.038552973173205364,0.06398620782867145,0.03784398062572202,0.06004759360096896,48,praskoveya,314
0.004384577638979786,0.029796653257803837,0.009032904969502575,0.0073005693910524645,0.026849973170439384,4.157907817265678E-4,0.03565780063414258,49,praskoveya,315
-0.005369295327611859,0.06347538560706745,-0.0014767109082715515,0.025907136493831463,0.012197575278111234,4.5079073363339363E-4,0.09231488931637219,50,praskoveya,316
-0.003440881864292058,0.04736625915153019,-5.487093966358153E-4,0.01810474550370859,0.014172817467301362,0.001411358027320719,0.09912835353420665,51,praskoveya,317
0.01122927026100556,0.05286780685838443,0.0014466826896714488,0.012193623335140387,0.07134190192747279,-0.003399691902928837,0.0764259994186966,52,praskoveya,318
-0.008064446008761134,0.053697119892491825,-0.0031704423194633255,0.0075309605120032095,0.019301970256960663,0.0027064179036027465,0.08740148974800374,53,praskoveya,319
0.0033778346086350353,0.05356140086323673,0.006080032266091832,0.05002055689692497,0.034412525274298174,0.015896649078129075,0.09348748025722817,54,praskoveya,320
0.13542579859495163,0.07250872254371643,0.03342526009065839,0.05043802750434335,0.05493065521486108,0.03288157284259796,0.09447996392637148,55,praskoveya,321
-0.004153172079752865,0.05950687677125704,0.009504148040701063,0.018763093903332632,0.020965218731291677,0.005576781362194467,0.08546006843781633,56,praskoveya,322
-0.0017104760524184967,0.03761049275815916,0.0017360524025202006,0.03722720533485099,0.02660048917854558,0.00902644065692488,0.08907289955830357,57,praskoveya,323
0.1518613048219497,0.16579224379560312,0.156766735989254,0.1489504174190361,0.17729615065702486,0.16058688581911784,0.20362377345621654,58,praskoveya,324
-0.0022003451170121415,0.04374888185411692,0.004639171785278686,0.012953335863883912,0.04342795319138673,0.008549445922418103,0.08370815789076395,59,praskoveya,325
-0.001241783112380223,0.0596362029459414,0.009518673800766783,0.03883688757875765,0.022695582906574436,0.005624987689529465,0.08571113527823776,60,praskoveya,326
0.0056053285473620105,0.01619335684321217,0.010508572739822777,0.016329048195360168,0.026158187417928292,0.015377292402016641,0.09645193997468549,61,praskoveya,327
0.17428692354342393,0.13772763699384677,0.17485024382572179,0.16704863117603078,0.19100243326242136,0.18261023024655157,0.21184349004367772,62,praskoveya,328
-0.004433344812317244,0.053696693546426665,0.006364417852249168,-0.006351095346463611,0.07479839675404408,-5.138725949641119E-4,0.06395715945265648,63,praskoveya,329
-0.003422967147788617,0.06110757938972448,-5.605487452723454E-4,0.030765690462064996,0.051282348782984814,0.0063592621336502975,0.07177889274802193,64,praskoveya,330
0.2153678026978049,0.16711497444058965,0.2202325420600452,0.20208144573257225,0.1963178216548938,0.23193872210333893,0.24075318293869982,65,praskoveya,331
0.1750583234486691,0.08894406128771172,0.05440699065033649,0.05671808981156996,0.06223060116171837,0.03602795777028596,0.08800615493692654,66,praskoveya,332
0.03638155348895535,0.07914417503358515,0.0378143995033255,,0.07077852203402409,0.023201211616048635,0.08255430477894594,67,praskoveya,333
4.615307489925582E-4,0.05716590502944047,0.0014557513447208132,,0.04634150391578116,-0.0031679406583416192,0.06908841069706012,68,praskoveya,334
0.16749905536311113,0.09088278332867232,0.04771742138725061,0.05921231901528789,0.06078776197920356,0.03087257946871798,0.08899127991600723,69,praskoveya,335
0.13324945067103577,0.1669405735593598,0.1460047873872389,0.14598478324821867,0.16453545938851205,0.15082569208563815,0.19091255417040606,70,praskoveya,336
0.17721027050091,0.10186254793748861,0.052960176781933425,,0.08543450713747257,0.028079930426752456,0.08766444087667494,71,praskoveya,337
0.20352647521446285,0.100339782143407,0.06517434329381717,0.051271699368953705,0.07946395555895565,0.038351740866564295,0.09694258663741244,72,praskoveya,338
0.2080052612700324,0.20888580633089796,0.20222452621931192,0.17530882903368677,0.20459778530813139,0.20016524333845526,0.22799840751721287,73,praskoveya,339
0.224104027443206,0.2050529414974239,0.2197470166683197,0.17238938386241595,0.16695856204618087,0.2235415806347988,0.24949026107788086,74,praskoveya,340
0.1996503235508681,0.196262412081058,0.193914839524886,0.1801257232422998,0.20361316952556882,0.19384699313335815,0.2241073081672801,75,praskoveya,341
0.21527449596435466,0.17462388988107047,0.20750190209481895,0.19777734268963174,0.1578158260804323,0.20657415382373026,0.22902730232040905,76,praskoveya,342
-0.005626846263936638,0.07707037031650543,0.009514320355313544,0.017780462878229025,0.023214759177215664,0.002172830944309211,0.06859872157833334,77,praskoveya,343
-0.00562414778163057,0.05735970567911863,0.007555236236951835,0.007096512612377986,0.021725222821793826,7.087904971052416E-4,0.0724972321376078,78,praskoveya,344
-0.007329378850602835,0.05559796271845698,0.004627445913388428,-0.008317152471650019,0.023903447696614316,-0.003430219736832334,0.06688372297525132,79,praskoveya,345
-0.003421244108801892,0.07887212108624608,0.009274919531616466,0.010249055425028965,0.02195620771868377,0.0014730301801071648,0.06398493069252481,80,praskoveya,346
0.07486376219856146,0.09697303810080163,0.06599286198616028,0.07950723171234131,0.12451735970806307,0.07950854673981667,0.11570803217687178,81,praskoveya,347
0.2163557166157709,0.22458075515622974,0.21386464874454658,0.1615806937395036,0.23097323522964575,0.22411911137650098,0.24171146422551568,82,praskoveya,348
-5.334463598865098E-4,0.0297865473016747,0.005370287790499402,0.0034302381724098017,0.04732243254636935,-0.0024276689422812205,0.023686715734737344,83,praskoveya,349
0.0026725008102315784,0.05909385459570394,0.007561038398082451,0.004648303734352826,0.049363764292810405,-0.0012037437105136706,0.022717278374512997,84,praskoveya,350
0.0014664747374450718,0.059472326922172365,0.02072278211085961,0.023909092027137507,0.02882197684039101,-0.0034428632847164652,0.08644057531091923,85,praskoveya,351
0.0012068079007253514,0.06049912423462597,0.017816853006248138,0.01534106007757339,0.02905429173843619,-0.0026736380887089025,0.08960383363796612,86,praskoveya,352
0.13989772771125103,0.16894817061282288,0.1457015228077112,0.17530643752180128,0.18307087040371134,0.16741184163580652,0.20456350445033722,87,praskoveya,353
0.1801038770666791,0.17752720990604703,0.18791953738061742,0.17432558833448036,0.21244523551517416,0.20657716165780454,0.24068325212344374,88,praskoveya,354
-7.884904471152856E-4,0.05767121108976148,2.1643960452542944E-4,0.02366902932907991,0.02566666708699744,-0.004635281857332022,0.07250980089108149,89,praskoveya,355
-3.099895448886222E-4,0.06151646426333,-3.0000303644339666E-4,0.025661329147437514,0.029068241612269327,-0.005125279879395852,0.06665331605545978,90,praskoveya,356
0.1422711451138769,0.059122312657440376,0.031020434448933605,0.04323224289872366,0.054226259680137015,0.030035004015319264,0.09104731797426455,91,praskoveya,357
7.609655924708917E-4,0.05766918286588991,0.01050038780507897,0.029789655967005755,0.018076397731051238,0.003652616486864361,0.07959221440087298,92,praskoveya,358
2.342278733181167E-4,0.05548679628762034,0.0012277040285628793,-0.0015909492503851652,0.04827986065189279,-0.0036338765787748625,0.07349226930448009,93,praskoveya,359
0.0015440369683590984,0.052055748102420384,0.0014362563391910276,-0.012022411916404963,0.0368568477565431,-0.002462664402024887,0.07595079870008137,94,praskoveya,360
4.3064577232221406E-4,0.06494975636389674,0.006333740837593622,0.03857976980681911,0.05209413139234784,0.003139494391123079,0.07270735541037239,95,praskoveya,361
-0.0014569263439292443,0.06338516147521465,4.0069710177014216E-4,0.04350509334745642,0.036633518563453045,-0.005137439439624613,0.07008088075740013,96,praskoveya,362
-0.001479046125679775,0.0673026222354504,0.009043538342402246,0.007546921798164128,0.05516313382485964,0.0012407853418487194,0.06007684812907204,97,praskoveya,363
0.09984193557919516,0.12062422523918807,0.095464844103831,0.10013259438087749,0.11574072679931556,0.09907048419785519,0.12549581687090053,98,praskoveya,364
0.10816218465420029,0.1208654201279084,0.10569177534707432,0.11600107660350811,0.12130390315098462,0.106192046467008,0.13839283890124457,99,praskoveya,365
-0.005143252872953439,0.023205170223230216,2.3547742033288926E-4,0.0021758825794888146,0.022933095854475883,-0.00117927911097837,0.0591242008685585,100,praskoveya,366
-0.006589860740719261,0.03657338443079425,-0.001101627875725231,0.00903171345844287,0.017695046243375805,-0.003162893237914684,0.0500619811361806,101,praskoveya,367
-0.0063556650233301485,0.04195113469838942,-0.0024754724390249976,0.004351017918400725,0.012176583324670774,-0.004401770362441445,0.0346434431674908,102,praskoveya,368
0.09348036624675901,0.1089125275931363,0.08910491057641473,0.09323911850604906,0.11302153020924982,0.09254495819947493,0.11572315725431993,103,praskoveya,369
0.13794749790935104,0.138196005207444,0.12817396060257483,0.1336585083692112,0.14382022170544276,0.1265981129491639,0.15403083194305844,104,praskoveya,370
-0.0060881624034899535,0.04585745190031312,-0.0031767317104693343,0.0051141353701573645,0.017323507790335764,-0.0017041681436997303,0.029528069332308383,105,praskoveya,371
-0.004415685015190533,0.06340375934776508,0.010224475096328766,0.005375484866834765,0.03962000481915714,4.2042249441807933E-4,0.07273364479310629,106,praskoveya,372
-0.005390494688911821,0.06539979620558863,0.007310719293313257,0.00828726355005675,0.07369995389711846,-5.178314675057508E-4,0.06299703825479627,107,praskoveya,373
-0.0026941459363250255,0.06591610719231387,2.9467870340227565E-4,0.0014389984192883835,0.018073752587214838,-0.0017180060341579974,0.07101370439564018,108,praskoveya,374
0.10228914870018732,0.09282516266307961,0.10297873308402448,0.10696499082352977,0.11670272055332194,0.09692859871145981,0.11175733205414548,109,praskoveya,375
0.095169786879017,0.06470093876123428,0.09233274380011748,0.10692720888444746,0.1088816097310262,0.09156199324662666,0.11252563183954978,110,praskoveya,376
0.11059008055786958,0.1245419697184557,0.10671636850282255,0.11011036847894257,0.12233006870839229,0.1071889516080926,0.12521936923968935,111,praskoveya,377
0.12912871867135714,0.1376257221092861,0.11792235311833822,0.11796302569759479,0.12723485067388596,0.109608016747389,0.11693719221997848,112,praskoveya,378
-0.0051387436328985915,0.03007130417383789,7.944363482816371E-4,0.002675703309544073,0.01706598111101817,-0.0011774329819670317,0.061055508999822816,113,praskoveya,379
0.10109645606010559,0.11626446056385263,0.10011015384193549,0.10594377961973181,0.11774053300698305,0.10598711125479852,0.1361735643984499,114,praskoveya,380
7.787312713561545E-4,0.047977134950705366,-0.0026905248984587524,0.003677610326378911,0.011490962086102077,-0.0051045746110280794,0.04906688310658915,115,praskoveya,381
2.3823671941305358E-4,0.06379525465752732,-0.0012406216847917473,4.446345710776493E-4,0.011233965659361158,-0.00537249890000813,0.04835453586430356,116,praskoveya,382
0.13310254904730567,0.13049863278865814,0.11596805847887948,0.11493860731416841,0.1272016577422619,0.10621473612916596,0.10909241074984222,117,praskoveya,383
0.10914278388714753,0.11793832431797908,0.09788160143225584,0.10229441874167498,0.11544279589397521,0.09547417058343173,0.10498967204268174,118,praskoveya,384
0.1067007153353223,0.11497290512970201,0.10035559495759709,0.10595824930869692,0.12154884790116187,0.1030238050119204,0.13529678899439224,119,praskoveya,385
