farmer_land_name,fieldID,Dates,NDTI
Aleksandr,37,2019-07-29,0.0341259558552142
Aleksandr,38,2019-07-29,0.01683412631095018
Aleksandr,39,2019-07-29,0.028313580469121788
Aleksandr,40,2019-07-29,0.01846427887602604
Aleksandr,41,2019-07-29,0.12597329269417254
Aleksandr,42,2019-07-29,0.02282410100740072
Aleksandr,43,2019-07-29,0.15528976623953844
Aleksandr,44,2019-07-29,0.11026434060000363
Aleksandr,45,2019-07-29,0.04393974205686387
Aleksandr,46,2019-07-29,0.04516799519656428
Aleksandr,47,2019-07-29,0.1089061089421383
Aleksandr,48,2019-07-29,0.049351815515282484
Aleksandr,49,2019-07-29,0.0298078585197938
Aleksandr,50,2019-07-29,0.07272603357613519
Aleksandr,51,2019-07-29,0.06743771564532418
Aleksandr,52,2019-07-29,0.04827407875623315
Aleksandr,53,2019-07-29,0.028787659507018944
Aleksandr,54,2019-07-29,0.030185328995160944
Aleksandr,0,2019-08-03,0.09327109062413108
Aleksandr,1,2019-08-03,0.0766455101386061
Aleksandr,2,2019-08-03,0.05803849185130994
Aleksandr,3,2019-08-03,0.04247850972983011
Aleksandr,4,2019-08-03,0.13034052481898176
Aleksandr,5,2019-08-03,0.1183690351862756
Aleksandr,6,2019-08-03,0.10446597610158098
Aleksandr,7,2019-08-03,0.054190410715514406
Aleksandr,8,2019-08-03,0.06494076431926607
Aleksandr,9,2019-08-03,0.08837542600706577
Aleksandr,10,2019-08-03,0.1332955134522642
Aleksandr,11,2019-08-03,0.08030872644630592
Aleksandr,12,2019-08-03,0.13823360045304867
Aleksandr,13,2019-08-03,0.11085116870084212
Aleksandr,14,2019-08-03,0.10109144928584007
Aleksandr,15,2019-08-03,0.07275540367229283
Aleksandr,16,2019-08-03,0.07171117373775568
Aleksandr,17,2019-08-03,0.051314129401958834
Aleksandr,18,2019-08-03,0.08841980352141361
Aleksandr,19,2019-08-03,0.12351189619908605
Aleksandr,20,2019-08-03,0.06694305861878289
Aleksandr,21,2019-08-03,0.1264749921605552
Aleksandr,22,2019-08-03,0.13137368231062574
Aleksandr,23,2019-08-03,0.13110032375507702
Aleksandr,24,2019-08-03,0.1743143532477634
Aleksandr,25,2019-08-03,0.17727936972355135
Aleksandr,26,2019-08-03,0.0717914729125959
Aleksandr,27,2019-08-03,0.05951125564577792
Aleksandr,28,2019-08-03,0.08546383157506872
Aleksandr,29,2019-08-03,0.050275505585349586
Aleksandr,30,2019-08-03,0.04931871034723066
Aleksandr,31,2019-08-03,0.046623012429558894
Aleksandr,32,2019-08-03,0.08252429703546371
Aleksandr,33,2019-08-03,0.048051332361638735
Aleksandr,34,2019-08-03,0.09862215896345627
Aleksandr,35,2019-08-03,0.0447189970626437
Aleksandr,36,2019-08-03,0.08692790336104454
Aleksandr,37,2019-08-03,0.0497839057911143
Aleksandr,38,2019-08-03,0.04710555694751687
Aleksandr,39,2019-08-03,0.057130925386219986
Aleksandr,40,2019-08-03,0.0457922924161374
Aleksandr,41,2019-08-03,0.16844648699606618
Aleksandr,42,2019-08-03,0.04920201563019393
Aleksandr,43,2019-08-03,0.16943477211716415
Aleksandr,44,2019-08-03,0.14310790570700122
Aleksandr,45,2019-08-03,0.07321986524381924
Aleksandr,46,2019-08-03,0.06909124879166484
Aleksandr,47,2019-08-03,0.13696763826453168
Aleksandr,48,2019-08-03,0.07273993076158522
Aleksandr,49,2019-08-03,0.05222944240480317
Aleksandr,50,2019-08-03,0.09229362955948543
Aleksandr,51,2019-08-03,0.08693205582787597
Aleksandr,52,2019-08-03,0.07280224727052123
Aleksandr,53,2019-08-03,0.04736431614401542
Aleksandr,54,2019-08-03,0.04541727965365109
Aleksandr,0,2019-08-08,0.08109157181618963
Aleksandr,1,2019-08-08,0.06791220810749675
Aleksandr,2,2019-08-08,0.04707885870909431
Aleksandr,3,2019-08-08,0.026850899502337874
Aleksandr,4,2019-08-08,0.09817623207388414
Aleksandr,5,2019-08-08,0.10817614065276253
Aleksandr,6,2019-08-08,0.09225776636419224
Aleksandr,7,2019-08-08,0.045883484553719
Aleksandr,8,2019-08-08,0.05908112503864685
Aleksandr,9,2019-08-08,0.0727316547562451
Aleksandr,10,2019-08-08,0.10112551136528516
Aleksandr,11,2019-08-08,0.06888017351301398
Aleksandr,12,2019-08-08,0.1279548771995432
Aleksandr,13,2019-08-08,0.09616073263118824
Aleksandr,14,2019-08-08,0.0889157453457801
Aleksandr,15,2019-08-08,0.06199391355575998
Aleksandr,16,2019-08-08,0.05906754232472134
Aleksandr,17,2019-08-08,0.042488395293720095
Aleksandr,18,2019-08-08,0.07961184066149665
Aleksandr,19,2019-08-08,0.10695533620228903
Aleksandr,20,2019-08-08,0.056171235328396615
Aleksandr,21,2019-08-08,0.10790876694093683
Aleksandr,22,2019-08-08,0.1157697698831368
Aleksandr,23,2019-08-08,0.11984816918867501
Aleksandr,24,2019-08-08,0.1274682172877534
Aleksandr,25,2019-08-08,0.12643792250636332
Aleksandr,26,2019-08-08,0.0556746809650033
Aleksandr,27,2019-08-08,0.049821781213744594
Aleksandr,28,2019-08-08,0.06548695385022762
Aleksandr,29,2019-08-08,0.030245668583779417
Aleksandr,30,2019-08-08,0.030524335578924637
Aleksandr,31,2019-08-08,0.028783016225791887
Aleksandr,32,2019-08-08,0.06982924230037177
Aleksandr,33,2019-08-08,0.029052142906737955
Aleksandr,34,2019-08-08,0.07909633723086718
Aleksandr,35,2019-08-08,0.03052127888386554
Aleksandr,36,2019-08-08,0.07321673185475129
Aleksandr,37,2019-08-08,0.041977667086359326
Aleksandr,38,2019-08-08,0.03344821510097337
Aleksandr,39,2019-08-08,0.04445523682156557
Aleksandr,40,2019-08-08,0.030235300762290807
Aleksandr,41,2019-08-08,0.1455425266759387
Aleksandr,42,2019-08-08,0.03210786025006908
Aleksandr,43,2019-08-08,0.12009281410601565
Aleksandr,44,2019-08-08,0.10247993702226617
Aleksandr,45,2019-08-08,0.06495396189270458
Aleksandr,46,2019-08-08,0.052000297004209835
Aleksandr,47,2019-08-08,0.11254466253709286
Aleksandr,48,2019-08-08,0.06006720671408197
Aleksandr,49,2019-08-08,0.043449669989494434
Aleksandr,50,2019-08-08,0.07766225772066422
Aleksandr,51,2019-08-08,0.06937007835131774
Aleksandr,52,2019-08-08,0.053230985563882116
Aleksandr,53,2019-08-08,0.038601693524235
Aleksandr,54,2019-08-08,0.039584610605265344
Aleksandr,0,2019-08-13,0.099106235719801
Aleksandr,1,2019-08-13,0.08349578342609834
Aleksandr,2,2019-08-13,0.06082374895877444
Aleksandr,3,2019-08-13,0.04245564006833647
Aleksandr,4,2019-08-13,0.10985395098897872
Aleksandr,5,2019-08-13,0.12671474085913764
Aleksandr,6,2019-08-13,0.1059396878420981
Aleksandr,7,2019-08-13,0.06200904846569121
Aleksandr,8,2019-08-13,0.06983419087155543
Aleksandr,9,2019-08-13,0.08543680039953709
Aleksandr,10,2019-08-13,0.11183203402196999
Aleksandr,11,2019-08-13,0.07935400849226401
Aleksandr,12,2019-08-13,0.1245203905174453
Aleksandr,13,2019-08-13,0.10307006211815904
Aleksandr,14,2019-08-13,0.09419858371292834
Aleksandr,15,2019-08-13,0.06785644854931093
Aleksandr,16,2019-08-13,0.06594711838376699
Aleksandr,17,2019-08-13,0.056126843360297884
Aleksandr,18,2019-08-13,0.08448290019656762
Aleksandr,19,2019-08-13,0.11279048718878175
Aleksandr,20,2019-08-13,0.07076230626878759
Aleksandr,21,2019-08-13,0.1225681567077285
Aleksandr,22,2019-08-13,0.13038778952644264
Aleksandr,23,2019-08-13,0.1267141980818771
Aleksandr,24,2019-08-13,0.1361772760336015
Aleksandr,25,2019-08-13,0.13134973781877068
Aleksandr,26,2019-08-13,0.06300044212819741
Aleksandr,27,2019-08-13,0.06348557118205814
Aleksandr,28,2019-08-13,0.07863736938177021
Aleksandr,29,2019-08-13,0.05517773667605063
Aleksandr,30,2019-08-13,0.05198736573422785
Aleksandr,31,2019-08-13,0.051024430529056204
Aleksandr,32,2019-08-13,0.08348875696089576
Aleksandr,33,2019-08-13,0.0427162322904466
Aleksandr,34,2019-08-13,0.09230235189717358
Aleksandr,35,2019-08-13,0.05104815036868244
Aleksandr,36,2019-08-13,0.0912874507592767
Aleksandr,37,2019-08-13,0.054170721645210564
Aleksandr,38,2019-08-13,0.053482386893545314
Aleksandr,39,2019-08-13,0.06201701843262675
Aleksandr,40,2019-08-13,0.05172897677625413
Aleksandr,41,2019-08-13,0.1586467394629001
Aleksandr,42,2019-08-13,0.04967336059996375
Aleksandr,43,2019-08-13,0.13236929219805488
Aleksandr,44,2019-08-13,0.1137998935570565
Aleksandr,45,2019-08-13,0.07960581588510154
Aleksandr,46,2019-08-13,0.06616516293481693
Aleksandr,47,2019-08-13,0.126448199976021
Aleksandr,48,2019-08-13,0.07173227305658676
Aleksandr,49,2019-08-13,0.05713847026935263
Aleksandr,50,2019-08-13,0.09032960407183872
Aleksandr,51,2019-08-13,0.0795999593026728
Aleksandr,52,2019-08-13,0.06490922301556125
Aleksandr,53,2019-08-13,0.05198213728323777
Aleksandr,54,2019-08-13,0.05032895593387199
Aleksandr,0,2019-08-18,0.09428739925699124
Aleksandr,1,2019-08-18,0.08638393200300172
Aleksandr,2,2019-08-18,0.05736212002490465
Aleksandr,3,2019-08-18,0.04149551308357316
Aleksandr,4,2019-08-18,0.104016868153042
Aleksandr,5,2019-08-18,0.12672248791973545
Aleksandr,6,2019-08-18,0.1064222413648719
Aleksandr,7,2019-08-18,0.05909034407815453
Aleksandr,8,2019-08-18,0.06888742716603505
Aleksandr,9,2019-08-18,0.07956778109249056
Aleksandr,10,2019-08-18,0.10401210365522832
Aleksandr,11,2019-08-18,0.06981101469745242
Aleksandr,12,2019-08-18,0.11082312657241347
Aleksandr,13,2019-08-18,0.09622488065646452
Aleksandr,14,2019-08-18,0.08448017388832782
Aleksandr,15,2019-08-18,0.05323636837766129
Aleksandr,16,2019-08-18,0.051297301670736976
Aleksandr,17,2019-08-18,0.05322022126348189
Aleksandr,18,2019-08-18,0.07959342749543159
Aleksandr,19,2019-08-18,0.10011515607066468
Aleksandr,20,2019-08-18,0.06298599499316303
Aleksandr,21,2019-08-18,0.10838759379045332
Aleksandr,22,2019-08-18,0.1215531710216126
Aleksandr,23,2019-08-18,0.11109550734779956
Aleksandr,24,2019-08-18,0.11380272006404413
Aleksandr,25,2019-08-18,0.11575140570805978
Aleksandr,26,2019-08-18,0.05567532084140272
Aleksandr,27,2019-08-18,0.05947204989035064
Aleksandr,28,2019-08-18,0.06982186705215802
Aleksandr,29,2019-08-18,0.05178581665472659
Aleksandr,30,2019-08-18,0.04737451849032128
Aleksandr,31,2019-08-18,0.04806423004044861
Aleksandr,32,2019-08-18,0.07470155126316061
Aleksandr,33,2019-08-18,0.04371573179519156
Aleksandr,34,2019-08-18,0.0751980042765202
Aleksandr,35,2019-08-18,0.0500217262173776
Aleksandr,36,2019-08-18,0.0829535347447172
Aleksandr,37,2019-08-18,0.05367588525212842
Aleksandr,38,2019-08-18,0.04420285135507584
Aleksandr,39,2019-08-18,0.060050154853767836
Aleksandr,40,2019-08-18,0.04196558781261519
Aleksandr,41,2019-08-18,0.1469419238527297
Aleksandr,42,2019-08-18,0.04091422534652843
Aleksandr,43,2019-08-18,0.12020598006802415
Aleksandr,44,2019-08-18,0.1039595379886343
Aleksandr,45,2019-08-18,0.07665525683696546
Aleksandr,46,2019-08-18,0.060095952292143325
Aleksandr,47,2019-08-18,0.11864064266217678
Aleksandr,48,2019-08-18,0.06984176630914306
Aleksandr,49,2019-08-18,0.05325681805458052
Aleksandr,50,2019-08-18,0.08347860315029725
Aleksandr,51,2019-08-18,0.07080973145470336
Aleksandr,52,2019-08-18,0.057151681285559884
Aleksandr,53,2019-08-18,0.05104536821309416
Aleksandr,54,2019-08-18,0.047365677275560174
Aleksandr,0,2019-08-28,0.0732424745156016
Aleksandr,1,2019-08-28,0.0688304430957201
Aleksandr,2,2019-08-28,0.03954920356469917
Aleksandr,3,2019-08-28,0.0268317513630571
Aleksandr,4,2019-08-28,0.07568530666416416
Aleksandr,5,2019-08-28,0.10864429184517196
Aleksandr,6,2019-08-28,0.08641734639096596
Aleksandr,7,2019-08-28,0.03615156029509418
Aleksandr,8,2019-08-28,0.03566004861811377
Aleksandr,9,2019-08-28,0.060039276371385876
Aleksandr,10,2019-08-28,0.07765553514322937
Aleksandr,11,2019-08-28,0.0414903218302464
Aleksandr,12,2019-08-28,0.07469888943938198
Aleksandr,13,2019-08-28,0.05812219376532358
Aleksandr,14,2019-08-28,0.0473753512241408
Aleksandr,15,2019-08-28,0.024900725300014054
Aleksandr,16,2019-08-28,0.024885118708832643
Aleksandr,17,2019-08-28,0.027829640793599283
Aleksandr,18,2019-08-28,0.05224622206784256
Aleksandr,19,2019-08-28,0.08057056929114173
Aleksandr,20,2019-08-28,0.04243099241430008
Aleksandr,21,2019-08-28,0.07958360262376082
Aleksandr,22,2019-08-28,0.09230168798350524
Aleksandr,23,2019-08-28,0.07689237442178222
Aleksandr,24,2019-08-28,0.07299229997574651
Aleksandr,25,2019-08-28,0.07860496770899009
Aleksandr,26,2019-08-28,0.032226349289970264
Aleksandr,27,2019-08-28,0.0361322970512807
Aleksandr,28,2019-08-28,0.04833742151302951
Aleksandr,29,2019-08-28,0.034150941769136973
Aleksandr,30,2019-08-28,0.02904511719329225
Aleksandr,31,2019-08-28,0.03441676134349984
Aleksandr,32,2019-08-28,0.05102092761615196
Aleksandr,33,2019-08-28,0.02366957298644328
Aleksandr,34,2019-08-28,0.0517624915664138
Aleksandr,35,2019-08-28,0.025641820772594533
Aleksandr,36,2019-08-28,0.059539824115449336
Aleksandr,37,2019-08-28,0.02440079205633969
Aleksandr,38,2019-08-28,0.0256482340327814
Aleksandr,39,2019-08-28,0.03807930420375396
Aleksandr,40,2019-08-28,0.02439622121607484
Aleksandr,41,2019-08-28,0.11476140627462175
Aleksandr,42,2019-08-28,0.025755077787464952
Aleksandr,43,2019-08-28,0.0829868833559583
Aleksandr,44,2019-08-28,0.07661952154612278
Aleksandr,45,2019-08-28,0.053219580740467336
Aleksandr,46,2019-08-28,0.03883099996889471
Aleksandr,47,2019-08-28,0.09105718065434554
Aleksandr,48,2019-08-28,0.04544508284601943
Aleksandr,49,2019-08-28,0.032670168869013194
Aleksandr,50,2019-08-28,0.05811916090870941
Aleksandr,51,2019-08-28,0.0498060334342424
Aleksandr,52,2019-08-28,0.037584995986279165
Aleksandr,53,2019-08-28,0.030541921069742014
Aleksandr,54,2019-08-28,0.0249130398668058
Aleksandr,0,2019-09-02,0.0961818555110856
Aleksandr,1,2019-09-02,0.09519776346813996
Aleksandr,2,2019-09-02,0.0647081427621817
Aleksandr,3,2019-09-02,0.04517575706941662
Aleksandr,4,2019-09-02,0.09642718605151993
Aleksandr,5,2019-09-02,0.11446337787241773
Aleksandr,6,2019-09-02,0.10182231871119464
Aleksandr,7,2019-09-02,0.06494272492223281
Aleksandr,8,2019-09-02,0.06273731405844897
Aleksandr,9,2019-09-02,0.07734288496398653
Aleksandr,10,2019-09-02,0.08666138220995817
Aleksandr,11,2019-09-02,0.06372443434938921
Aleksandr,12,2019-09-02,0.09224542981987006
Aleksandr,13,2019-09-02,0.07866543545862874
Aleksandr,14,2019-09-02,0.06859730842613126
Aleksandr,15,2019-09-02,0.045146020936241565
Aleksandr,16,2019-09-02,0.041751671449414315
Aleksandr,17,2019-09-02,0.056871558086815724
Aleksandr,18,2019-09-02,0.07445821113935311
Aleksandr,19,2019-09-02,0.08813745142460598
Aleksandr,20,2019-09-02,0.06397688965388827
Aleksandr,21,2019-09-02,0.09498676396899143
Aleksandr,22,2019-09-02,0.1101230277692166
Aleksandr,23,2019-09-02,
Aleksandr,24,2019-09-02,
Aleksandr,25,2019-09-02,
Aleksandr,26,2019-09-02,
Aleksandr,27,2019-09-02,0.0620371687266749
Aleksandr,28,2019-09-02,0.07880771532654762
Aleksandr,29,2019-09-02,0.05614158664556111
Aleksandr,30,2019-09-02,0.04032430052757263
Aleksandr,31,2019-09-02,0.05443125424808736
Aleksandr,32,2019-09-02,0.08066030219197272
Aleksandr,33,2019-09-02,0.0428582817142786
Aleksandr,34,2019-09-02,0.0737546446725605
Aleksandr,35,2019-09-02,0.0441192521580628
Aleksandr,36,2019-09-02,0.08056724871346785
Aleksandr,37,2019-09-02,0.05712956012575888
Aleksandr,38,2019-09-02,0.04712983722976058
Aleksandr,39,2019-09-02,0.06202308037713264
Aleksandr,40,2019-09-02,0.04344758796932658
Aleksandr,41,2019-09-02,0.13135265473505822
Aleksandr,42,2019-09-02,0.05016408409623919
Aleksandr,43,2019-09-02,0.10404791014483296
Aleksandr,44,2019-09-02,0.09715057207094928
Aleksandr,45,2019-09-02,0.07667484690768799
Aleksandr,46,2019-09-02,0.06420868283642546
Aleksandr,47,2019-09-02,0.11108358407020567
Aleksandr,48,2019-09-02,0.06981771683161375
Aleksandr,49,2019-09-02,0.06001773484491156
Aleksandr,50,2019-09-02,0.08371685977457488
Aleksandr,51,2019-09-02,0.07373672846372988
Aleksandr,52,2019-09-02,0.06296200616817825
Aleksandr,53,2019-09-02,0.060409925878047936
Aleksandr,54,2019-09-02,0.052523495625713935
Aleksandr,0,2019-09-12,0.09227840043473136
Aleksandr,1,2019-09-12,0.08647996449641619
Aleksandr,2,2019-09-12,0.06203976700854352
Aleksandr,3,2019-09-12,0.038555866372859536
Aleksandr,4,2019-09-12,0.07642263932499027
Aleksandr,5,2019-09-12,0.10080880671739577
Aleksandr,6,2019-09-12,0.09271129407800506
Aleksandr,7,2019-09-12,0.05761303523644781
Aleksandr,8,2019-09-12,0.05228085052360239
Aleksandr,9,2019-09-12,0.06983282821249746
Aleksandr,10,2019-09-12,0.07520651327314032
Aleksandr,11,2019-09-12,0.0556618527150358
Aleksandr,12,2019-09-12,0.08156610897310365
Aleksandr,13,2019-09-12,0.06301243494327663
Aleksandr,14,2019-09-12,0.055222233458762884
Aleksandr,15,2019-09-12,0.03957360891948843
Aleksandr,16,2019-09-12,0.040009062825098016
Aleksandr,17,2019-09-12,0.04739890537239499
Aleksandr,18,2019-09-12,0.06495347733700425
Aleksandr,19,2019-09-12,0.08300835993784074
Aleksandr,20,2019-09-12,0.05618094768361412
Aleksandr,21,2019-09-12,0.09473339423914934
Aleksandr,22,2019-09-12,0.10498684858411804
Aleksandr,23,2019-09-12,0.0861880316365355
Aleksandr,24,2019-09-12,0.062030894634430574
Aleksandr,25,2019-09-12,0.07274864411511497
Aleksandr,26,2019-09-12,0.047875631178429134
Aleksandr,27,2019-09-12,0.05366301631160294
Aleksandr,28,2019-09-12,0.06399042440346413
Aleksandr,29,2019-09-12,0.047362676681194184
Aleksandr,30,2019-09-12,0.047607570276524375
Aleksandr,31,2019-09-12,0.0495602627872852
Aleksandr,32,2019-09-12,0.06663500446999633
Aleksandr,33,2019-09-12,0.032701201714440374
Aleksandr,34,2019-09-12,0.061515587201608414
Aleksandr,35,2019-09-12,0.034172500937455136
Aleksandr,36,2019-09-12,0.07080869002730125
Aleksandr,37,2019-09-12,0.026358576448637736
Aleksandr,38,2019-09-12,0.030268504906308138
Aleksandr,39,2019-09-12,0.0522323532936765
Aleksandr,40,2019-09-12,0.032182121300113775
Aleksandr,41,2019-09-12,0.11281170309709015
Aleksandr,42,2019-09-12,0.0435993952290436
Aleksandr,43,2019-09-12,0.06742551187932404
Aleksandr,44,2019-09-12,0.08106738322088429
Aleksandr,45,2019-09-12,0.06297368707414668
Aleksandr,46,2019-09-12,0.054932105196281986
Aleksandr,47,2019-09-12,0.09595472391309408
Aleksandr,48,2019-09-12,0.06300678524185675
Aleksandr,49,2019-09-12,0.05225130940328248
Aleksandr,50,2019-09-12,0.06688855324099614
Aleksandr,51,2019-09-12,0.05953732159578316
Aleksandr,52,2019-09-12,0.04835982204035477
Aleksandr,53,2019-09-12,0.05249665880705858
Aleksandr,54,2019-09-12,0.045391392470848696
Aleksandr,0,2019-09-22,0.10004883750960147
Aleksandr,1,2019-09-22,0.07078185931169467
Aleksandr,2,2019-09-22,0.07317890834226766
Aleksandr,3,2019-09-22,0.05754070873915235
Aleksandr,4,2019-09-22,0.08690504795649086
Aleksandr,5,2019-09-22,0.1005361405873956
Aleksandr,6,2019-09-22,0.09958243182431553
Aleksandr,7,2019-09-22,0.06978554718284373
Aleksandr,8,2019-09-22,0.05954950616070932
Aleksandr,9,2019-09-22,0.08691059930025541
Aleksandr,10,2019-09-22,0.11031398166174704
Aleksandr,11,2019-09-22,0.07128070995561632
Aleksandr,12,2019-09-22,0.0946617483965674
Aleksandr,13,2019-09-22,0.07319875376763971
Aleksandr,14,2019-09-22,-0.012767566534291421
Aleksandr,15,2019-09-22,0.05171864044151919
Aleksandr,16,2019-09-22,0.05360959037611305
Aleksandr,17,2019-09-22,0.06104279487397856
Aleksandr,18,2019-09-22,0.07512233035078864
Aleksandr,19,2019-09-22,0.09274973085035276
Aleksandr,20,2019-09-22,0.06543043109135661
Aleksandr,21,2019-09-22,0.10057966976888308
Aleksandr,22,2019-09-22,0.10644324611346023
Aleksandr,23,2019-09-22,0.09865472203896904
Aleksandr,24,2019-09-22,0.07909742298106152
Aleksandr,25,2019-09-22,0.08297650189359647
Aleksandr,26,2019-09-22,0.061503283444539786
Aleksandr,27,2019-09-22,0.06546150291843544
Aleksandr,28,2019-09-22,0.0770979263083401
Aleksandr,29,2019-09-22,0.06738127838799407
Aleksandr,30,2019-09-22,0.0693288949586794
Aleksandr,31,2019-09-22,0.08057343130310914
Aleksandr,32,2019-09-22,0.07718752498428026
Aleksandr,33,2019-09-22,0.06592151870062407
Aleksandr,34,2019-09-22,0.07906908398493022
Aleksandr,35,2019-09-22,0.06785866289458957
Aleksandr,36,2019-09-22,0.08298437508526997
Aleksandr,37,2019-09-22,0.04830852616963651
Aleksandr,38,2019-09-22,0.06615884755690073
Aleksandr,39,2019-09-22,0.06394900885035429
Aleksandr,40,2019-09-22,0.07121246847455487
Aleksandr,41,2019-09-22,0.10891865360260228
Aleksandr,42,2019-09-22,0.057668810912479634
Aleksandr,43,2019-09-22,0.07757785005420516
Aleksandr,44,2019-09-22,0.08937128514420282
Aleksandr,45,2019-09-22,0.07124502823381551
Aleksandr,46,2019-09-22,0.06494208178775825
Aleksandr,47,2019-09-22,0.0908138988090975
Aleksandr,48,2019-09-22,0.06989692930232483
Aleksandr,49,2019-09-22,0.0600533127063522
Aleksandr,50,2019-09-22,0.08495742102676422
Aleksandr,51,2019-09-22,0.09661093453396268
Aleksandr,52,2019-09-22,0.0712894851565361
Aleksandr,53,2019-09-22,0.06422311560955048
Aleksandr,54,2019-09-22,0.058126142933105016
Aleksandr,0,2019-10-02,0.07272883585583863
Aleksandr,1,2019-10-02,0.03549532906235238
Aleksandr,2,2019-10-02,0.04057755373484967
Aleksandr,3,2019-10-02,0.020011399712335825
Aleksandr,4,2019-10-02,0.060791722044434185
Aleksandr,5,2019-10-02,0.07153068302191898
Aleksandr,6,2019-10-02,0.06786232348561813
Aleksandr,7,2019-10-02,0.04395672069908045
Aleksandr,8,2019-10-02,0.03173012990022935
